2022-11-17,49.26,49.54,49.12,49.51,0,0
2022-11-18,50.12,50.18,49.50,49.86,0,0
2022-11-21,49.75,50.11,49.75,50.05,0,0
2022-11-22,50.24,50.58,50.24,50.51,0,0
2022-11-23,50.46,50.84,50.46,50.72,0,0
2022-11-25,50.72,50.99,50.71,50.97,0,0
