2022-11-17,100.20,100.57,99.78,100.33,0,0
2022-11-18,100.60,100.89,99.54,99.64,0,0
2022-11-21,100.69,100.82,99.80,100.06,0,0
2022-11-22,100.65,101.62,100.53,101.48,0,0
2022-11-23,102.14,103.25,102.08,103.25,0,0
2022-11-25,102.61,102.93,102.43,102.90,0,0
